dim-1,dim-2,dim-3
61.521926,25.190582,39.763276
32.134686,26.782235,27.845104
53.436302,10.912457,59.399961
26.428089,48.516852,19.407878
19.517038,47.205620,18.006340
44.515103,58.638557,60.453204
52.259238,61.841286,28.317132
5.870034,38.065959,44.940464
48.267619,22.781161,16.377588
16.862841,10.729604,61.816841
51.956086,11.859937,27.470337
32.495307,57.727775,12.846669
55.193214,13.532365,56.169249
43.393212,29.062853,8.601456
30.354533,21.136671,43.774499
13.659995,7.949720,44.665549
33.707634,44.743349,40.943846
51.673262,11.546441,56.232474
10.456912,30.818805,41.753402
11.246088,36.759253,21.860827
50.772098,61.053447,61.367050
28.486586,21.064499,12.246530
-148.701133,47.663949,51.746665
21.186368,50.820669,25.478351
28.364307,16.341660,59.985143
34.260044,24.534038,34.905884
46.611253,33.139484,34.478834
11.793038,42.575459,37.005275
60.568618,25.339788,8.364871
57.108492,8.447869,57.914670
9.402118,58.625277,9.903233
36.861735,63.866220,51.208086
63.324467,40.045992,8.293898
38.610669,29.684504,46.957205
-151.951808,147.987982,103.032465
15.282075,48.143058,17.196315
27.535809,43.633163,17.635005
51.204198,53.405503,37.347500
47.633816,55.219620,11.558720
18.747120,44.546449,61.313862
7.867175,18.367005,53.435268
58.446669,26.034547,25.511585
34.278250,9.839400,26.566671
29.085791,48.913001,48.588788
10.787279,61.644714,41.811106
62.775019,19.994243,32.009025
46.855970,56.796427,27.039599
29.847406,6.101926,21.262519
37.961285,42.828364,26.417033
62.298634,43.311253,59.906858
37.567398,40.676479,64.233585
47.788665,45.112782,7.043245
131.993364,99.290068,15.798579
61.743522,63.696027,17.445902
43.372165,27.205485,50.158914
37.943984,47.997609,57.699075
32.631407,12.165729,17.861251
22.434879,22.080333,64.843514
41.877112,6.384981,35.719311
-100.409427,9.590382,-113.552898
63.667506,11.885790,5.952662
11.176775,61.956416,58.477025
22.789367,33.882886,41.348732
50.872602,12.705235,40.686601
52.048796,43.517255,63.890988
10.646137,27.561870,37.753443
63.641758,20.723180,64.168961
44.730742,48.071965,45.777719
26.769843,52.672965,40.149417
22.433713,41.778695,5.772573
20.882152,51.660684,57.363254
41.375717,60.076861,29.461988
62.778311,28.392450,10.289943
-144.653141,112.552189,120.349141
56.787828,52.185906,26.622822
62.296566,16.715343,12.756514
27.973351,36.793098,53.030761
19.284148,44.721024,22.640463
45.159409,33.719908,19.804453
44.817090,30.075281,43.136975
58.693723,47.183679,35.699578
34.536897,53.307749,62.870788
30.332109,45.331445,8.718877
26.306702,41.324830,6.749942
18.567647,38.859734,19.721180
28.090273,44.586167,52.230538
52.134435,23.847915,15.050729
-110.229341,-102.023977,12.506841
19.115342,10.120992,50.343535
14.228458,19.438954,50.944359
61.568105,19.067264,48.376739
14.716074,13.898207,16.336944
28.987152,39.830785,25.501916
54.122494,28.357313,45.420366
10.927991,63.209694,42.074927
35.133844,7.503097,40.407775
48.461954,54.783875,31.726843
60.471836,38.219498,60.257863
18.016433,22.300303,22.529214
30.319723,12.171265,18.792217
55.184426,57.480481,58.217290
9.572085,-118.252393,59.173815
46.284110,64.515178,38.477758
36.780186,48.912797,60.286116
26.824505,9.793602,7.693367
57.206208,52.139714,18.949167
12.867058,10.810146,18.192709
16.854297,6.790179,14.933836
43.761157,45.294384,46.440276
48.349258,5.835009,45.765491
28.244697,19.553227,16.237707
53.826927,14.006582,51.984968
11.467046,27.953441,20.903936
60.232437,54.050739,13.635653
49.301932,10.691858,7.137557
39.960488,47.006659,11.416335
35.903366,16.044140,63.306264
35.228652,33.106396,62.716858
53.171900,64.796448,64.403655
33.840093,18.573437,31.605448
62.719436,8.549923,56.274700
58.337109,15.597822,30.244045
98.188791,-119.490147,12.238571
39.735450,15.009818,8.926864
145.428935,22.374560,33.016632
31.860493,38.608972,40.018424
27.017277,52.400440,53.233412
41.257188,23.133354,15.372893
36.063436,32.876382,57.758442
24.245397,61.064161,20.797411
155.839472,44.025789,-163.282027
59.653876,42.980458,12.487039
64.223245,20.141669,63.480653
6.981617,20.955516,24.244892
84.339789,129.452489,6.615796
64.572638,30.180532,14.413894
36.252906,9.817498,32.351564
-92.817141,-89.177200,-102.037359
118.089503,20.018669,-82.499426
19.609037,45.183055,36.458092
41.301134,43.695313,31.177366
10.433648,115.429967,38.468579
12.623840,43.178509,17.719223
62.874000,16.946183,8.344107
9.403309,37.217806,24.041670
46.633469,11.166759,22.363241
7.192610,138.352974,66.313287
39.787289,52.146003,52.438744
47.758706,21.499297,21.446142
23.942522,6.119238,6.295278
-108.380459,-97.207673,-66.508007
29.509667,49.706134,41.014410
50.123867,17.401315,50.123896
59.374966,32.239607,50.818520
8.658321,64.562866,11.851221
48.446918,42.646906,30.131739
55.636253,20.789698,19.620660
55.515047,52.476872,5.986914
7.442083,55.469053,55.495135
21.208764,54.694417,6.161369
16.682579,17.044981,29.885441
34.995196,33.249734,30.515820
17.025448,48.719401,46.020468
27.960264,14.338456,17.467408
7.656614,38.519717,55.277201
60.100446,47.082220,59.303174
30.183326,30.195713,26.732359
8.684161,51.897938,31.271893
58.137071,34.745553,40.665225
40.660639,8.838843,44.775183
59.089795,54.612209,29.965567
38.006060,61.324356,58.835260
33.530495,28.778127,28.632446
20.942569,30.332232,52.809785
57.179439,12.673585,48.665622
42.666444,25.628474,34.511081
19.970679,43.433837,25.370657
39.012906,13.584555,59.475775
22.231523,25.249545,62.531370
10.055505,48.015479,18.985784
40.967177,39.122549,49.683364
56.837003,48.125360,55.324328
48.424351,57.941689,31.383423
56.141069,63.512988,35.474049
53.517600,38.841026,14.122986
32.328671,28.492527,52.112871
25.116710,35.374400,55.078593
26.343473,59.662676,45.337505
31.562547,59.765429,57.274009
53.123523,23.252057,31.156880
40.593020,13.682765,62.335896
28.011389,37.661722,37.413817
21.305667,56.560663,26.014757
60.622676,50.737702,51.497527
50.451500,14.431970,59.725820
42.083048,26.066121,11.014978
85.838301,133.102249,43.242440
54.097637,38.973255,17.202090
22.499660,37.407816,22.490792
63.956247,17.519946,10.457370
35.609832,17.182816,5.307717
59.676103,35.153867,51.331688
54.987319,-127.574955,-67.731059
55.203127,7.927416,8.665355
59.182201,8.946129,40.423931
59.002758,19.146471,18.144815
54.933640,32.124723,59.226940
48.428200,9.035658,61.270976
38.164699,64.287842,23.792865
55.009942,26.471074,36.597666
27.097000,21.483858,55.529237
18.080806,43.959663,56.723444
13.555322,61.989017,17.156856
31.786082,47.337996,27.177885
21.297233,20.018450,19.916311
7.282297,24.161985,50.509018
10.697046,40.552067,59.772292
50.612333,16.240720,57.689100
8.587674,29.840631,42.274382
40.568678,33.749648,5.685953
19.678682,60.921499,32.046177
12.533606,64.778815,63.972921
51.623191,48.046185,19.510648
46.875960,21.698480,44.044737
61.678751,37.648853,48.326925
20.384411,43.809147,55.468842
12.425531,56.163819,41.615913
31.951363,67.999386,15.686197
30.956051,6.418782,46.977670
7.293258,22.111961,36.227671
21.325492,39.018730,10.266072
20.182975,28.816829,6.431376
37.766416,35.551106,55.303679
47.704213,57.806898,29.081510
26.281067,17.983155,25.266995
57.449244,60.811107,17.625623
17.359494,25.189053,31.448948
-128.241484,6.427185,157.068317
61.409874,43.138614,27.229553
67.644419,93.698589,20.783951
38.168260,48.590378,17.321827
20.867977,138.231633,41.288839
16.511676,57.951679,16.635048
63.030810,40.052791,8.176699
40.601089,12.390780,8.308600
48.653151,23.331582,46.630367
63.660865,39.596242,34.385947
15.309392,12.136008,56.957735
46.668904,10.637997,56.856362
6.989141,52.496024,56.873673
52.485412,51.590412,21.655437
10.371304,36.891979,22.323799
33.570061,54.346581,11.168479
39.190908,83.064965,91.325792
23.450595,25.715316,58.127107
42.474600,50.444580,25.487423
43.876726,26.162895,61.567935
22.583936,44.854820,5.219761
47.544875,49.333635,138.137093
56.399064,21.875208,54.761370
28.128127,60.166132,60.547087
30.125343,54.520396,41.273252
37.557190,32.647485,64.224387
59.317480,152.361289,14.440846
47.412087,54.937900,22.147935
14.122289,58.130623,48.144325
53.634453,36.589267,12.810787
20.620523,61.612936,43.598980
10.574496,24.369427,54.278382
64.892889,8.845931,45.770553
-121.420899,87.791013,58.040696
103.278710,38.443319,14.021496
48.668067,34.836666,23.145390
9.131957,52.915148,40.594886
20.562270,-66.273181,127.164929
15.168064,36.844507,21.261067
41.372178,61.036083,30.642083
7.442274,20.007568,24.124378
45.027004,23.179252,48.277870
55.674017,61.212764,26.046540
25.302516,47.761390,47.540859
24.382492,48.565110,8.984252
26.060674,58.774667,24.007913
43.587005,32.314331,33.677586
54.246161,5.474229,26.903411
23.618213,17.821130,25.077261
80.121305,26.228011,96.430074
61.468128,24.200295,10.451693
6.103719,13.240984,30.132179
39.720266,14.232072,24.813564
41.500539,17.999149,16.883602
16.985322,16.966372,29.772386
6.497131,42.185838,38.494002
33.351686,34.714028,61.248262
34.073783,56.233554,8.847659
-102.553111,-71.113253,22.664927
53.626405,44.262497,51.435476
40.960690,41.291972,28.808901
27.391316,42.080516,51.624637
51.219750,30.212014,37.442529
52.601347,39.982489,33.843617
38.453107,46.890567,49.488330
26.072042,49.046001,28.112703
41.103201,24.830446,9.381626
59.382702,52.932230,61.141675
9.124241,23.317075,9.205057
19.751449,48.502130,5.450460
11.705687,62.677037,53.247922
25.749123,27.289251,112.182956
61.030554,39.938103,47.843840
19.733734,15.594768,49.302428
27.704478,20.262735,34.899661
37.635987,6.770297,55.623210
47.451648,22.750089,55.274094
10.065939,5.107885,61.969352
28.536474,8.730721,30.309302
20.052985,34.943967,35.269373
26.737072,-111.892529,115.537695
23.112114,36.000334,25.818606
39.388212,29.646295,59.738988
11.320689,47.458507,16.024139
38.879408,40.185494,17.024237
71.550101,50.868603,-107.880718
5.467434,31.439590,34.112330
24.044703,51.757670,36.452719
38.500805,7.245457,39.144299
48.455013,64.855599,22.605381
28.349778,44.696751,21.817241
10.981016,27.932988,6.613619
37.676980,45.032747,32.580987
17.006446,64.696894,28.393213
50.931893,37.079123,52.985324
22.387840,41.093654,14.472498
44.149705,46.614403,18.131319
61.189529,56.361500,35.696612
16.740960,22.891472,35.012360
27.405919,16.891935,61.684056
64.861084,39.427583,56.549795
49.757157,38.114145,43.304096
10.271649,60.610685,43.782354
159.294916,29.415736,60.748863
44.033406,5.342761,39.503791
30.443062,61.387633,36.061256
61.798552,31.565624,7.756224
37.421728,30.296572,37.113047
8.767901,22.792537,45.355733
9.982834,7.360618,12.198094
22.899378,18.893042,32.178347
30.295023,61.742967,18.111702
32.199833,56.131799,43.705731
24.919013,44.200709,54.072243
55.184198,5.427989,14.731477
43.573046,12.416274,-71.017889
48.396906,17.036128,23.501365
35.525642,46.300252,28.388285
13.782872,30.675141,28.350551
-125.742624,-128.072015,143.211378
20.475092,5.881465,45.607015
57.239148,52.192616,7.816104
10.447366,9.701004,58.497837
20.887267,52.916422,21.254249
32.646497,46.275267,16.017367
58.191882,58.171536,51.063478
56.581661,30.519697,56.068219
62.652692,56.121871,63.769208
13.971485,56.846550,26.228063
36.984006,24.293107,14.841955
26.044259,6.976569,19.161107
43.817039,13.211092,64.471461
50.381705,19.105256,50.506343
32.977489,26.082851,63.213407
41.472442,51.763235,33.445094
51.270305,56.454939,5.618835
146.669971,162.779756,18.102635
38.322706,50.125918,20.409709
35.150653,31.305509,47.573638
29.803102,-127.979538,106.953925
15.430058,32.329768,44.176046
18.759910,-135.722486,98.019973
46.834116,15.608157,61.179924
37.703585,53.275369,51.427867
32.417502,48.865145,37.084794
15.574585,24.802031,28.658516
20.877778,52.865670,39.767351
38.589591,33.639575,14.370688
41.332293,33.724986,40.387692
-89.274425,-149.971772,51.392697
59.130670,27.495938,39.265042
58.496782,49.738598,7.880050
45.051527,54.971203,53.911984
12.853044,21.307803,53.838138
13.751936,39.798271,56.990544
55.532542,63.167922,5.499332
41.312068,36.948966,47.815367
53.727670,44.003651,17.263030
13.359971,35.038648,37.507030
-114.388900,22.733804,42.768533
11.221127,59.703245,16.945482
58.113607,56.174642,63.333038
10.673067,46.338816,35.016997
48.859139,30.938850,44.104091
14.826468,33.317015,35.084306
19.879625,28.623760,42.753949
32.737396,45.462685,11.755236
7.726297,11.358231,10.444136
28.613967,55.207926,22.000198
57.910939,15.363122,11.191797
54.009610,10.790968,59.171544
32.496302,49.948735,46.541831
9.407326,42.984384,9.164417
37.583563,23.531964,43.793174
48.790910,45.494079,24.050788
28.266491,29.415717,63.515476
28.833203,42.550269,19.070265
50.686912,6.634354,62.192978
12.409981,23.243498,60.090740
18.924020,64.346259,63.011661
53.815996,7.435894,39.111061
-83.620897,47.307064,131.978122
15.980247,13.117771,45.220207
21.415782,11.902339,58.855016
50.719158,52.877863,39.085791
59.984949,55.838287,47.586502
47.622597,16.021413,56.958157
-108.612961,80.752085,38.099586
27.269389,53.321633,20.213060
48.900984,21.430395,35.604068
6.845342,26.762213,60.298172
24.199464,37.761041,45.205203
39.979757,13.794312,46.638777
47.629487,8.512003,33.004715
10.139611,10.713253,60.429612
14.547090,13.167823,35.435261
43.499168,16.051515,48.591593
26.845418,31.918913,16.938943
5.989066,45.940706,49.763372
57.715385,7.882714,47.118449
45.792865,21.730459,15.302559
41.815807,26.840667,31.614558
62.615237,40.914418,14.984354
38.720634,16.595032,12.707334
40.205188,47.322426,13.568534
59.173224,28.720945,19.190078
12.419321,33.284793,20.603970
31.314038,44.463600,23.736473
35.498091,58.020987,53.497180
6.992111,33.041434,46.495302
40.726990,10.985890,61.979634
40.343279,53.159720,31.450594
43.077630,47.105493,20.944957
58.903151,29.239994,30.596101
12.518759,5.937830,33.717134
57.295728,23.283283,30.005841
23.893442,53.856445,23.798289
63.718983,19.198325,31.553552
29.524609,9.053312,27.853233
50.396775,54.690621,43.959093
19.567825,17.405762,9.775422
34.510783,14.693663,19.196988
121.869340,53.328879,17.929128
41.940761,50.297375,62.342488
76.157257,-110.430118,61.288534
39.203662,-118.295778,36.232907
23.925066,12.659733,9.768164
42.517205,55.379052,46.356761
11.612697,20.709872,39.630850
18.011848,63.194767,13.004812
23.164105,12.273095,20.012993
39.554539,6.908037,41.608839
41.806836,45.661024,58.861732
40.023739,44.208180,29.873626
17.462894,46.893065,9.948151
-126.043130,-90.091550,-126.293836
49.043488,62.209024,27.115972
7.994919,45.238418,42.323219
21.163061,49.785537,28.584610
33.454736,60.554832,50.916574
42.779937,6.046087,57.388081
9.799584,14.691179,34.502389
12.024201,11.957631,19.020287
42.282199,57.599447,52.560958
25.473887,25.974049,24.995317
-115.823471,49.963530,97.854502
20.360456,93.931291,-72.552536
7.920151,51.273271,12.888347
27.093942,5.283609,42.812396
7.435378,44.966973,12.751803
12.289581,29.586874,9.519366
36.678720,22.429032,30.889408
40.909267,21.998898,34.184426
51.281903,49.693600,14.469893
64.714533,11.287889,51.719584
18.052280,61.947077,53.241162
23.988058,44.511480,33.213306
39.157910,9.683020,26.770006
88.820535,25.250823,66.748501
34.118287,10.816582,21.962031
124.693526,12.149912,47.251913
34.542776,34.787720,49.221263
28.284250,-68.536671,10.406529
13.543218,12.577664,12.887542
36.962852,60.283213,7.561909
-72.906339,17.524390,42.480735
36.971992,60.980503,45.995635
34.430910,28.726225,60.208157
41.754575,36.637424,11.240153
41.458950,22.234354,49.118825
8.800165,57.051420,40.610425
26.371275,48.508845,64.376830
28.620372,23.694851,46.280118
23.853194,40.784759,19.414122
-82.121330,53.427909,127.731018
63.750772,43.672259,52.332160
8.557318,23.614139,57.878944
36.104991,57.524944,38.786315
34.840178,30.599814,35.263817
16.606464,34.218176,14.522159
115.367765,-135.719023,24.145693
11.382388,38.033307,14.393195
24.334464,29.513173,33.684308
6.943280,47.329679,12.087247
9.668961,27.435330,45.568274
42.712669,17.968984,55.149322
41.882215,20.727887,40.041598
34.595041,24.634470,9.444226
32.548452,20.863052,14.479406
48.551565,26.463926,19.296953
61.180337,20.201197,35.876422
63.744362,46.762543,13.216847
57.770075,59.371408,47.748474
23.868700,25.318840,48.399680
9.215172,39.603058,36.051916
31.633125,58.982581,10.077879
23.507599,22.974572,6.610508
54.735634,22.596020,57.682645
15.119673,7.374968,25.483944
47.389457,48.534415,-120.248773
43.510079,38.359437,9.111584
34.752600,48.103948,56.759242
44.654064,5.113744,-122.190716
32.744104,59.371038,64.392907
58.233124,41.561460,7.068139
63.433745,56.125390,51.952598
28.149029,31.020661,14.702435
38.547624,57.129924,30.493058
80.867677,-146.271760,21.732390
12.967297,26.709893,21.012123
45.387360,29.872341,63.231477
62.797933,19.673192,9.141612
15.134984,56.139422,14.613929
56.502248,59.165453,47.234020
18.858879,7.000813,32.893807
58.072433,36.655498,7.874319
20.500247,56.522139,31.280672
22.904391,19.341076,62.518100
61.453559,36.851362,38.111562
11.626490,35.396031,16.940861
37.437013,20.367183,22.586751
-163.315467,-143.854080,-122.393954
59.418294,17.797017,61.242138
6.283942,34.246834,33.737751
23.869243,7.082122,58.969822
63.789463,9.013777,40.957711
32.442883,39.348223,60.975258
40.921267,39.578994,61.303853
46.159375,38.435067,58.354201
48.426501,38.304829,18.786489
28.862660,52.589134,24.853778
35.443498,37.411636,40.915126
45.034319,51.944754,8.285920
31.080304,24.404624,13.552403
55.303599,17.153773,53.007351
49.230212,27.183133,9.566229
20.158216,41.089107,33.432781
62.703155,63.886361,6.081783
40.691056,22.159564,51.508209
63.423129,61.839009,34.634527
35.862455,47.161813,49.878185
17.488187,31.172443,18.447008
53.282192,33.073007,17.698402
36.351056,40.254725,60.965480
20.758610,10.553038,45.227750
-88.063342,160.664390,148.760657
39.697041,52.689287,25.985338
25.597503,37.519356,50.517836
33.110715,43.081521,11.873386
110.121347,49.212271,-84.305024
32.018729,26.429026,36.346655
62.518342,5.296531,27.724934
61.497208,54.966958,59.684735
28.950977,57.248446,34.906603
39.110461,56.226837,63.343139
24.219392,35.878573,40.694837
35.870218,41.918602,29.893734
12.027161,142.060821,149.663738
38.082303,57.404771,51.534062
29.564164,38.596148,22.198880
57.822981,39.965996,51.563706
44.572984,47.042979,43.808310
50.155060,51.847361,58.272620
26.305955,12.445871,57.747017
57.199548,6.252334,29.530896
15.598052,39.003691,60.648394
59.211171,64.870182,49.877465
23.479367,15.403276,36.649300
57.299104,49.620908,19.306298
29.936867,25.220472,11.918821
45.269126,-80.102427,45.125143
34.050134,17.391211,36.008123
20.992387,35.933961,49.754062
15.829634,45.699575,58.990486
63.041281,58.946690,56.398853
63.804790,50.329943,47.774864
51.782228,44.891961,38.124981
16.834039,52.900341,37.114621
-145.173363,-153.441091,74.609360
47.340114,-143.663892,160.543707
27.587157,57.378471,47.197034
12.862501,24.621519,45.675662
44.160286,43.896058,25.650118
39.780773,10.337814,39.987643
17.783734,53.937908,49.657117
38.628655,28.440290,57.162404
13.558510,30.200881,42.738797
63.552677,64.055769,50.226515
48.969013,26.092410,28.018194
56.914679,13.473390,6.824898
57.775629,39.653677,12.159956
62.216649,60.526502,42.238605
38.615711,126.757401,-161.298477
63.362888,63.756390,29.596266
55.305660,18.878395,45.132263
41.191994,50.630679,61.765530
42.041927,59.297852,36.784306
51.268792,15.247229,8.093284
57.536213,11.465552,21.330321
55.040192,44.137218,14.257501
45.034570,13.724816,23.824173
52.850353,26.667640,52.906992
22.636155,44.312990,27.891932
12.552109,45.221108,61.102843
55.389514,36.623352,34.918422
26.143840,32.354653,26.276059
14.457475,58.316883,47.742214
30.623919,10.170431,63.733359
16.149321,30.205474,5.813208
60.905742,48.335100,44.747457
57.145229,58.866690,8.530154
18.519315,22.548778,16.543184
57.241755,14.900253,39.042335
64.896861,16.196384,24.437096
21.311090,39.864938,50.115521
23.401433,14.812964,53.864747
48.452033,51.454899,9.418374
32.900671,24.101428,31.335493
7.806523,10.524273,18.372917
8.102525,30.749978,31.258782
43.069171,21.278865,21.845435
9.564294,53.596227,48.563693
-89.131088,44.394422,-66.428658
49.992289,31.582882,43.668625
37.375112,30.892034,54.161217
21.942163,10.265076,50.293358
48.056545,15.365454,13.882644
47.282603,35.515588,50.989290
7.842082,12.855270,20.183505
33.316353,24.951376,40.633574
9.987552,7.004251,41.081235
11.047511,33.057092,57.133326
53.164049,26.812963,15.041443
13.888382,28.405262,42.988453
43.161136,62.453582,5.625326
36.781445,56.210393,56.629194
52.800114,55.658564,38.202526
35.074197,50.483927,7.519462
44.692340,5.650085,41.096197
51.756228,46.635943,62.088286
36.006230,55.651633,29.064663
34.604162,50.760346,11.159205
17.706333,55.881523,19.060683
7.728378,27.071307,52.077246
16.439105,49.246497,61.800958
10.327638,58.022762,44.586516
40.660893,42.594134,26.580027
60.943273,42.604730,5.391446
11.148069,60.615719,8.360279
30.383796,52.213016,15.612730
30.570280,57.756267,62.647385
55.840756,60.208004,50.166122
-90.517181,-116.115986,-108.285891
5.391763,36.988719,49.793033
50.084370,45.134075,42.159510
6.155453,56.446261,38.658975
44.298590,15.886973,32.336797
13.579731,18.599072,52.090408
36.619244,62.029513,60.988936
58.326001,11.713762,25.684598
25.153885,63.924111,37.785000
46.213053,22.993784,57.399835
39.727875,51.385919,10.014231
54.508359,41.372198,34.281135
40.683799,61.894106,16.041975
35.805116,28.605939,40.705019
13.421376,47.243672,34.232182
33.147882,16.758975,29.652959
34.724266,56.937021,14.706011
14.991534,33.094197,38.213477
63.205161,60.204021,49.840287
30.497301,19.215073,30.760127
64.364450,11.199593,50.927012
7.273525,7.726666,32.772882
45.792149,41.772323,37.831980
13.444418,54.268437,46.624075
12.528129,57.430653,50.398563
37.008148,50.418224,22.222053
48.705737,7.777001,52.193195
61.813818,53.887204,27.242311
-75.620835,9.179556,94.151928
23.314594,45.205607,13.665966
59.371773,61.644884,31.771288
19.411342,53.541831,5.456907
113.401305,86.908145,-128.685952
44.244280,44.465182,63.654977
8.107146,38.716191,64.113559
27.601158,6.850572,32.097229
28.258027,51.367539,7.027607
53.741346,24.450365,10.697044
-113.085492,-159.281498,31.800987
41.815696,38.302449,61.957189
23.680070,59.086979,30.555174
52.314445,32.157127,14.630685
46.491455,11.125804,55.564900
51.054932,25.445482,49.418527
57.305479,39.038461,5.548628
60.269788,20.638670,36.160393
15.839863,9.736376,36.773253
104.356156,146.280306,-100.328473
28.023520,37.430554,6.257903
9.167844,5.984945,16.779199
33.552573,22.644391,22.122423
64.300639,48.383651,49.107206
60.723321,48.045415,41.250972
6.409323,50.492087,61.643954
6.843349,37.456086,49.354590
28.358520,5.543930,54.305043
7.562603,16.418020,10.001124
29.098698,59.087780,27.213517
46.840326,44.689709,6.116221
36.031888,8.892262,29.551837
50.691061,122.711157,49.288000
159.131715,80.371178,5.575891
26.913169,58.413063,8.206189
60.034092,11.884133,11.762043
51.642363,62.928114,37.707900
-144.195491,10.879135,22.463006
59.695637,21.988244,27.613086
52.778921,58.478251,11.435022
57.197764,50.953018,44.982321
19.931275,42.517224,44.327632
44.970227,28.077875,31.294286
40.014769,26.243341,35.770852
12.489423,23.155296,28.623018
55.702580,63.752475,56.749331
52.976992,44.695326,41.432696
61.804895,5.250352,32.807733
18.275140,5.075541,14.693302
54.320692,64.313794,32.219314
15.767717,41.739444,47.132638
40.195595,15.661008,39.276421
10.690840,18.739881,14.757868
61.492776,11.604909,51.979029
50.026045,29.389780,21.812717
5.075213,60.930608,19.492244
33.594838,58.857073,55.990198
60.191714,29.748599,13.517936
49.367822,45.295693,25.112882
56.246269,20.726734,19.426082
62.680723,33.170079,19.677263
25.635305,26.338791,58.888307
111.580499,107.088638,-73.837580
56.436024,48.825542,38.725766
19.829217,19.581506,8.477423
41.952061,29.038888,27.893645
30.499006,42.613756,55.123495
7.565511,29.521557,41.090137
38.564146,13.403391,14.151906
51.939972,62.885136,9.937274
9.506872,58.786603,49.704141
59.098117,25.943392,53.762169
50.060188,20.572596,44.637561
62.714901,57.001586,28.437171
36.779014,37.036153,17.978965
38.803599,55.830953,40.268640
39.804308,50.084161,45.681061
19.304643,33.455694,40.580106
61.822338,60.470713,10.264618
36.663112,16.981030,30.849812
37.965764,61.699082,44.096988
15.580333,29.816176,26.599764
-142.432454,163.390938,-89.055042
20.829133,38.504581,14.750813
19.443061,50.146396,25.899280
26.279922,30.859300,33.655366
11.927580,5.285116,13.429204
24.086951,22.203967,20.951338
46.112363,18.045779,60.838233
64.692514,58.010999,35.055597
37.429817,28.010525,45.810986
69.638695,-164.473695,32.860677
17.779471,36.010216,48.559441
16.065212,52.693386,9.613584
12.029381,36.350094,30.852774
40.744903,11.439065,21.865634
-161.915936,81.023626,21.042937
17.394583,55.253645,17.093550
120.509681,-126.806119,34.572963
61.833905,15.535971,15.129698
40.822317,55.264107,50.070657
32.567101,40.920943,50.193395
11.694606,9.689038,61.761567
6.236905,43.838139,23.996341
13.209080,20.004845,43.555395
29.861585,46.915729,55.326515
54.417240,16.764975,7.487617
19.736883,6.246444,29.393423
30.204313,5.994152,29.446830
63.616111,20.188223,55.327688
27.812238,28.387437,22.202041
6.970401,36.175606,30.517205
18.873575,11.083161,43.095439
39.328879,48.248233,36.254360
30.984898,5.989369,50.849760
41.113313,54.425891,29.072233
30.311409,47.054276,45.084462
53.375656,47.451006,39.887907
106.062916,148.934968,-135.492873
58.414619,51.374227,12.324653
12.907947,61.498337,13.869515
59.631999,55.024476,11.443576
34.709735,10.578309,24.794510
46.828786,17.240385,53.465452
8.231917,30.150038,6.520929
6.441725,7.650192,30.031653
60.786312,60.209059,30.085491
17.494973,58.511753,45.385713
7.923646,13.416918,8.075576
38.946668,63.369117,10.008396
41.188848,43.191117,30.358066
18.853090,37.853535,14.237211
35.763624,34.758985,48.990184
53.166419,20.097018,45.057461
54.454930,63.626995,41.781191
-125.063884,77.194388,158.881465
50.214503,52.979655,9.396446
40.901435,18.887368,22.020111
56.448440,35.110022,61.866420
61.647785,27.343772,7.206903
59.868016,63.301955,29.119726
22.098005,24.528325,52.341502
51.982479,9.118182,33.245367
32.609039,46.107062,61.209478
16.091624,59.646345,64.167856
52.288647,43.909573,19.428593
-138.145268,127.940556,-90.066454
157.567363,129.683664,80.895890
53.445736,59.730964,7.199604
54.651080,31.091658,-140.728745
12.265457,44.297923,36.892616
62.466485,7.534172,16.041475
16.992866,58.388059,17.831444
41.538108,51.469690,23.186938
14.095924,24.624456,41.653002
55.268224,54.309270,39.191918
24.498649,44.453178,54.781288
-117.137932,133.553130,131.537281
60.943707,60.670632,62.157832
36.182295,33.204260,19.032106
-80.468847,-76.220976,20.653116
52.944303,17.957976,51.467908
28.856688,6.295463,36.721918
16.734035,-84.804875,31.868533
52.854126,39.479710,39.978471
31.193002,32.332321,22.518502
25.152448,24.069163,46.769322
17.014222,57.738203,46.116517
22.887392,27.430428,37.980223
21.174242,33.939069,16.830114
-158.851104,143.751673,49.707611
163.727875,77.898992,-145.738475
53.367153,28.664818,52.043430
42.591136,31.890178,28.414889
36.784883,38.443884,24.985569
-74.153992,159.307071,-67.459743
49.480124,20.496949,31.186641
32.178541,16.584415,47.829001
57.017158,29.634369,36.514700
34.237673,45.644014,24.153360
14.283024,30.492706,55.616355
163.200133,-163.836940,25.131154
18.443747,31.714803,38.685919
40.558921,46.636990,52.637258
30.569910,38.431158,64.349122
28.454582,22.757849,30.181715
58.732152,53.597885,40.010681
21.420241,40.833558,8.579824
11.588198,25.462076,54.204939
31.599343,21.962934,57.251064
31.606113,33.138133,39.914789
46.802660,9.931940,5.559757
39.713323,19.125713,62.116914
7.056745,17.614716,14.045680
50.431616,58.841299,43.623373
39.447954,45.471957,10.613671
33.822626,35.088471,60.793133
37.589267,25.008767,5.224876
27.541114,57.869017,41.045904
40.121712,40.374019,53.469790
56.685704,45.108094,7.825571
43.115841,60.368045,54.899588
63.530936,6.329886,38.380571
60.605106,34.549016,16.833536
46.668647,21.629429,15.815725
35.413945,45.518150,34.831630
17.186077,41.483733,25.421879
27.913846,12.198433,30.547144
14.522388,64.305718,22.894868
